x,y,heights,dt,conf,stype,ssh_flag,gauss,photon_rate,cloud,mss,ocean,lpe,ib
590423.851401708,9558187.918089274,-0.1288166,144088542.7167143,0.03429466,1,0,0.08,8.222222,2,18.008856,-0.0051297722,0.05754513,-0.06599536
590422.0582146146,9558182.257275429,-0.10292244,144088542.71754435,0.022215208,1,0,0.113,6.714286,2,18.008858,-0.005129873,0.057545137,-0.06599543
590419.215153679,9558173.273559555,-0.004890442,144088542.7188624,0.019826317,1,0,0.155,5.56,2,18.008858,-0.0051310533,0.057545144,-0.065994695
590416.6042466762,9558165.01295526,0.05844879,144088542.7200742,0.018615102,1,0,0.15599999,4.851852,2,18.008875,-0.005131979,0.057545144,-0.06599418
590413.2029481059,9558154.243838193,0.107572556,144088542.7216549,0.019522615,1,0,0.174,4.181818,2,18.008873,-0.005133078,0.057545137,-0.06599313
590409.7234451171,9558143.222210407,0.08080101,144088542.72327352,0.019681247,1,0,0.14099999,4.8965516,2,18.0089,-0.0051342202,0.057545114,-0.06599218
590407.4180507397,9558135.91624151,0.03899002,144088542.72434708,0.017104346,1,0,0.169,5.1923075,2,18.008942,-0.005134967,0.057545125,-0.06599189
590404.3824342212,9558126.293226654,0.04151535,144088542.7257623,0.012273086,1,0,0.232,4.793103,2,18.008944,-0.005136097,0.057545114,-0.065991096
590401.5322226291,9558117.261725375,0.13249588,144088542.72709107,0.009499093,1,0,0.3,4.857143,2,18.008944,-0.005137109,0.05754511,-0.0659902
590398.7530781539,9558108.46387818,0.054447174,144088542.72838628,0.009338943,1,0,0.352,5.3076925,2,18.00896,-0.005138112,0.05754506,-0.06598933
590396.4848327962,9558101.279826554,-0.12313461,144088542.7294458,0.011961796,1,0,0.25399998,5.7916665,2,18.00896,-0.0051387884,0.05754506,-0.06598894
590394.3648306723,9558094.549595805,-0.124414444,144088542.73044118,0.011193093,1,0,0.266,5.9565215,2,18.008959,-0.0051396475,0.05754506,-0.06598826
590391.9265527803,9558086.81406145,-0.082811356,144088542.73158628,0.017218933,1,0,0.176,6.0,2,18.008965,-0.0051401695,0.057545044,-0.065988
590389.4891841084,9558079.090899847,-0.09186554,144088542.73273036,0.016720835,1,0,0.137,5.0,2,18.008987,-0.0051410794,0.057545032,-0.065987244
590386.0976065899,9558068.359550752,-0.08419609,144088542.73432165,0.018929582,1,0,0.128,5.72,2,18.009014,-0.005142198,0.057545032,-0.06598621
590384.7989646926,9558064.2564912,-0.11583519,144088542.7349301,0.018815689,1,0,0.114999995,8.235294,2,18.009014,-0.005142449,0.05754502,-0.06598619
590383.504147521,9558060.170464126,-0.14644241,144088542.73553663,0.035629794,1,0,0.076,9.785714,2,18.009014,-0.0051432443,0.057544835,-0.06598566
590382.2966779228,9558056.36282214,-0.1315937,144088542.7361018,0.0235943,1,0,0.089999996,9.4,2,18.009027,-0.005144056,0.057544816,-0.06598519
590380.3255888987,9558050.154446663,-0.09155083,144088542.73702392,0.014358064,1,0,0.14199999,6.3809524,2,18.009027,-0.005144223,0.057544816,-0.06598508
590377.3521483169,9558040.81056586,-0.07927704,144088542.73841226,0.013537616,1,0,0.183,5.423077,2,18.00903,-0.0051453183,0.057544813,-0.06598393
590374.8417799216,9558032.93990811,-0.10505676,144088542.7395822,0.024101919,1,0,0.126,5.3461537,2,18.009033,-0.005146265,0.057544816,-0.06598338
590371.9920594022,9558024.02640275,-0.11904526,144088542.74090782,0.022699337,1,0,0.124,5.0,2,18.009035,-0.005147169,0.057544813,-0.06598238
590369.3133954084,9558015.66780246,-0.124010086,144088542.742151,0.018481221,1,0,0.128,5.6666665,2,18.009037,-0.005148126,0.057544794,-0.0659816
590367.7277896127,9558010.730512904,-0.13262749,144088542.7428855,0.021558812,1,0,0.13,6.95,2,18.009039,-0.0051483368,0.057544798,-0.06598132
590365.5787930446,9558004.047526492,-0.08475113,144088542.7438798,0.016469033,1,0,0.182,6.318182,2,18.009039,-0.0051491163,0.057544794,-0.065980986
590363.3261817148,9557997.05799188,-0.03132248,144088542.74491966,0.011921875,1,0,0.234,6.2272725,2,18.00905,-0.0051500825,0.057544794,-0.06598035
590361.1168980509,9557990.217471248,0.029100418,144088542.7459373,0.008992048,1,0,0.327,6.130435,2,18.009052,-0.0051505747,0.057544786,-0.065979905
590358.681671096,9557982.68951165,0.043268204,144088542.74705735,0.0090724975,1,0,0.357,6.0,2,18.009052,-0.005151582,0.057544783,-0.06597896
590356.5606315713,9557976.116578748,0.010377884,144088542.74803507,0.009579236,1,0,0.319,6.75,2,18.009056,-0.0051524458,0.057544734,-0.06597839
590354.744176242,9557970.510783523,-0.050344467,144088542.74886912,0.012171055,1,0,0.241,6.75,2,18.009056,-0.0051526283,0.057544734,-0.06597826
590352.4466030763,9557963.485144995,-0.024831772,144088542.74991322,0.011069156,1,0,0.215,5.4166665,2,18.00909,-0.0051535727,0.057544734,-0.06597756
590349.5729947638,9557954.73039593,0.18151283,144088542.7512139,0.01024916,1,0,0.369,5.296296,2,18.009104,-0.0051545026,0.057544734,-0.06597722
590346.7809354244,9557946.228939684,0.28610992,144088542.75247625,0.011687,1,0,0.259,5.5833335,2,18.009102,-0.005155508,0.057544734,-0.06597655
590344.6778610382,9557939.832635902,0.21709251,144088542.7534256,0.014462097,1,0,0.20599999,5.5416665,2,18.009115,-0.0051562884,0.057544716,-0.06597611
590341.8381276954,9557931.19580811,0.122190475,144088542.75470722,0.01790199,1,0,0.151,5.230769,3,18.009115,-0.005156978,0.05754471,-0.065975554
590339.3062218402,9557923.489143644,0.11027908,144088542.75585032,0.017693523,1,0,0.145,5.1923075,3,18.009119,-0.005157836,0.05754471,-0.06597513
590336.7138803499,9557915.59286301,0.09522438,144088542.75702104,0.014129485,1,0,0.173,5.0384617,3,18.009132,-0.0051585557,0.0575447,-0.06597459
590333.7071404397,9557906.41854236,-0.01584053,144088542.75838056,0.015467645,1,0,0.22099999,4.892857,3,18.009184,-0.005159568,0.0575447,-0.06597387
590330.4796918579,9557896.548103577,-0.07669449,144088542.7598424,0.014231824,1,0,0.22299999,4.40625,3,18.009188,-0.0051607634,0.0575447,-0.0659727
590326.7477551027,9557885.097825382,-0.13401222,144088542.76153725,0.015536742,1,0,0.154,4.090909,3,18.009188,-0.005161783,0.0575447,-0.065972134
590323.5491292578,9557875.25454782,-0.1410904,144088542.7629935,0.02153668,1,0,0.133,4.814815,3,18.00919,-0.0051628873,0.057544682,-0.06597136
590321.9343572279,9557870.269835962,-0.15486717,144088542.7637306,0.0150813665,1,0,0.14299999,5.7272725,3,18.00919,-0.0051635313,0.057544682,-0.06597082
590319.6326915306,9557863.144627962,-0.08517456,144088542.7647838,0.01513911,1,0,0.204,6.0434785,3,18.009203,-0.0051644864,0.057544682,-0.06597001
590316.8419552866,9557854.47786545,-0.013782501,144088542.76606452,0.016616888,1,0,0.20499998,5.64,3,18.009205,-0.0051651327,0.057544682,-0.06596949
590314.2773223689,9557846.494850095,-0.02593422,144088542.76724383,0.016152907,1,0,0.22399999,5.3461537,3,18.009203,-0.005166101,0.057544637,-0.06596892
590311.3313051653,9557837.298231212,-0.012723923,144088542.76860216,0.013934207,1,0,0.189,4.821429,3,18.009209,-0.0051670833,0.05754462,-0.06596828
590308.384104656,9557827.99634757,0.08726883,144088542.76997444,0.0133185685,1,0,0.248,5.137931,3,18.009254,-0.0051680547,0.057544623,-0.06596752
590305.4172270767,9557818.536466451,0.18727493,144088542.7713693,0.0141531695,1,0,0.228,4.892857,3,18.009258,-0.00516907,0.057544623,-0.0659667
590303.191607945,9557811.41946306,0.16932869,144088542.7724185,0.01579251,1,0,0.188,5.52,3,18.009258,-0.0051698852,0.057544623,-0.0659662
590300.6670097786,9557803.323843118,0.1601696,144088542.77361184,0.015253406,1,0,0.19399999,5.12,3,18.009272,-0.005170762,0.0575446,-0.065965585
590297.9611391911,9557794.631726516,0.027687073,144088542.77489322,0.014541306,1,0,0.241,5.64,3,18.009274,-0.005171621,0.057544604,-0.06596492
590295.3282342931,9557786.157613026,0.003030777,144088542.7761426,0.01319937,1,0,0.203,4.678571,3,18.009275,-0.005172575,0.0575446,-0.06596411
590292.1046450506,9557775.768871617,0.0736084,144088542.77767438,0.017813116,1,0,0.138,4.551724,3,18.00928,-0.005173681,0.057544447,-0.06596295
590289.8817293687,9557768.602660025,0.055864334,144088542.77873144,0.023484621,1,0,0.122999996,5.6666665,3,18.00929,-0.005174494,0.05754438,-0.06596221
590287.716854795,9557761.62305005,0.024393082,144088542.77976102,0.026014803,1,0,0.135,5.9583335,3,18.009295,-0.0051750853,0.057544373,-0.06596192
590285.2808015435,9557753.771126283,-0.032276154,144088542.78091973,0.029863808,1,0,0.110999994,5.269231,3,18.009295,-0.005175998,0.057544373,-0.065961204
590282.1992655708,9557743.84803626,-0.054265976,144088542.7823848,0.029572807,1,0,0.10599999,5.178571,3,18.009298,-0.0051770667,0.057544366,-0.065960534
590279.8115805793,9557736.168522598,-0.043930054,144088542.78351915,0.029271547,1,0,0.114999995,5.52,3,18.009333,-0.005177925,0.05754435,-0.065959826
590277.4976464264,9557728.736543491,-0.036806107,144088542.7846174,0.027632456,1,0,0.127,5.64,3,18.00935,-0.0051788483,0.057544354,-0.06595891
590274.8418990513,9557720.225209435,-0.007516861,144088542.78587562,0.0127088,1,0,0.13,5.037037,3,18.009348,-0.0051796474,0.05754436,-0.06595846
590271.8598704766,9557710.680411717,-0.008905411,144088542.78728706,0.029389553,1,0,0.118999995,4.793103,3,18.009361,-0.00518071,0.057544295,-0.06595793
590268.652794631,9557700.452773511,-0.044849396,144088542.7888008,0.017591786,1,0,0.147,4.633333,3,18.009426,-0.005181863,0.057544302,-0.06595722
590266.0191243257,9557692.119026266,-0.114528656,144088542.7900358,0.021066751,1,0,0.144,5.875,3,18.009426,-0.005182771,0.057544295,-0.06595679
590264.1871792574,9557686.360565657,-0.18691635,144088542.79089034,0.03221293,1,0,0.078999996,7.6842103,3,18.009434,-0.005183083,0.057544306,-0.06595648
590262.9797321055,9557682.571153449,-0.19719696,144088542.79145274,0.0338363,1,0,0.076,9.666667,2,18.009434,-0.0051833815,0.057544306,-0.06595633
590261.3860131666,9557677.577838838,-0.16989517,144088542.79219413,0.023427654,1,0,0.113,7.888889,2,18.009432,-0.0051843035,0.05754429,-0.06595579
590258.8521112788,9557669.655398965,-0.09952164,144088542.79337066,0.015450673,1,0,0.15699999,5.75,2,18.009438,-0.0051851086,0.05754428,-0.065955214
590256.2644078595,9557661.58314154,-0.09640503,144088542.7945696,0.021215625,1,0,0.166,5.9166665,2,18.009436,-0.0051859925,0.057544272,-0.06595458
590254.2282051895,9557655.24435995,-0.13130188,144088542.7955113,0.016011484,1,0,0.199,7.047619,2,18.009449,-0.005186865,0.057544287,-0.06595379
590252.5507588286,9557650.030368589,-0.11392403,144088542.79628584,0.015437785,1,0,0.197,8.176471,2,18.00945,-0.0051871985,0.05754428,-0.06595352
590251.0319829031,9557645.316337751,-0.07896614,144088542.79698664,0.020883331,1,0,0.179,8.294118,2,18.009449,-0.0051874416,0.057544198,-0.06595326
590248.7875504752,9557638.357275104,0.0011291504,144088542.79802033,0.018693918,1,0,0.173,6.6666665,2,18.009499,-0.005188541,0.057544187,-0.06595276
590246.5314763238,9557631.371426776,0.08708,144088542.79905835,0.01506431,1,0,0.212,6.318182,2,18.009499,-0.005189222,0.05754419,-0.06595236
590243.9414062627,9557623.361057231,0.28612328,144088542.8002483,0.010968709,1,0,0.283,5.5,2,18.009499,-0.0051899715,0.05754418,-0.065951645
590240.9246344853,9557614.040715134,0.52010536,144088542.80163255,0.012284687,1,0,0.245,4.4827585,2,18.0095,-0.0051909867,0.057544187,-0.06595066
590237.7067400919,9557604.11159337,0.64055634,144088542.80310696,0.01613542,1,0,0.174,4.3333335,2,18.009502,-0.005192092,0.057544183,-0.06594996
590235.0230908355,9557595.836969469,0.67943954,144088542.80433518,0.016425341,1,0,0.19,5.04,2,18.009502,-0.005192999,0.057544168,-0.06594944
590232.7737032315,9557588.899402477,0.8075218,144088542.80536464,0.0077589555,1,0,0.728,5.5652175,2,18.009504,-0.005193641,0.057544164,-0.0659488
590230.3815594586,9557581.52591896,1.1187077,144088542.8064584,0.009250244,1,0,1.129,5.4347825,2,18.009504,-0.0051946593,0.05754414,-0.06594809
590227.9032658832,9557573.90470696,0.5950241,144088542.8075889,0.0096330745,1,0,0.318,5.4583335,2,18.009504,-0.005195361,0.05754411,-0.065947324
590225.383295955,9557566.150634348,0.508337,144088542.8087386,0.013879539,1,0,0.22299999,5.0384617,2,18.009504,-0.0051962165,0.05754411,-0.06594688
590222.7177302939,9557557.919607596,0.49473572,144088542.8099573,0.012176359,1,0,0.269,5.9166665,2,18.009516,-0.005197206,0.057544097,-0.06594619
590220.69741575,9557551.66498121,0.5769596,144088542.8108824,0.009288508,1,0,0.355,6.142857,2,18.009516,-0.0051976345,0.057544097,-0.06594589
590218.3759901698,9557544.480961015,0.27342033,144088542.81194443,0.008840182,1,0,0.41799998,5.8333335,2,18.009516,-0.0051986035,0.057544097,-0.06594507
590215.5976711654,9557535.879638428,0.01002121,144088542.81321585,0.023215976,1,0,0.13499999,5.36,2,18.009516,-0.005199417,0.057544086,-0.06594433
590213.3403462822,9557528.884213954,-0.05012703,144088542.81424916,0.024893248,1,0,0.132,5.5652175,2,18.009516,-0.0052000787,0.05754409,-0.06594377
590210.8998227905,9557521.315582445,-0.09003067,144088542.81536683,0.018971408,1,0,0.155,6.2727275,2,18.009516,-0.005201093,0.057544086,-0.06594285
590208.89587307,9557515.096102944,-0.15564728,144088542.816285,0.023051899,1,0,0.145,5.9130435,2,18.00952,-0.0052015604,0.057544086,-0.065942496
590206.1830818705,9557506.670625413,-0.24298286,144088542.8175284,0.031128466,1,0,0.085999995,6.7272725,2,18.00952,-0.0052026883,0.057543866,-0.06594184
590204.5233784167,9557501.512976004,-0.26316643,144088542.8182894,0.032143,1,0,0.077,8.105263,2,18.00952,-0.0052034333,0.057543855,-0.065941304
590202.8078734207,9557496.177866234,-0.21780205,144088542.8190766,0.016838547,1,0,0.118999995,7.7777777,2,18.00952,-0.0052034846,0.05754386,-0.06594138
590201.0002938795,9557490.553899676,-0.1336689,144088542.81990606,0.015910834,1,0,0.204,7.0,2,18.00952,-0.0052041556,0.057543863,-0.065941095
590198.4342162437,9557482.565487744,-0.020694733,144088542.82108414,0.018605806,1,0,0.181,5.5,2,18.00952,-0.0052052024,0.057543863,-0.065940805
590195.3354978474,9557472.911608266,0.03721428,144088542.82250777,0.014126183,1,0,0.121999994,4.448276,2,18.009521,-0.0052062226,0.057543863,-0.065940104
590192.3618450074,9557463.64356088,0.019245148,144088542.8238745,0.024044093,1,0,0.092999995,4.769231,2,18.009521,-0.0052072797,0.05754385,-0.06593908
590190.1070144579,9557456.610407207,0.00617218,144088542.82491165,0.015925532,1,0,0.149,4.962963,2,18.009521,-0.005207986,0.05754384,-0.06593846
590186.7187375813,9557446.033364631,-0.061300278,144088542.82647127,0.012759128,1,0,0.144,5.5,2,18.009521,-0.0052091377,0.057543796,-0.06593759
590184.9443280634,9557440.492981378,-0.12457657,144088542.82728815,0.016637899,1,0,0.159,7.2105265,2,18.009523,-0.00520967,0.057543784,-0.06593704
590183.6318886698,9557436.391131653,-0.200243,144088542.8278932,0.022070602,1,0,0.111999996,8.375,2,18.009523,-0.005209796,0.057543784,-0.06593708
590182.1058283035,9557431.618186416,-0.19714165,144088542.82859695,0.01911591,1,0,0.137,7.7777777,2,18.009523,-0.0052106143,0.057543784,-0.06593643
590179.7247211414,9557424.17707012,-0.13105011,144088542.8296947,0.013920971,1,0,0.22099999,7.3333335,2,18.009523,-0.0052116374,0.057543777,-0.06593585
590177.7097281088,9557417.880884709,-0.13017654,144088542.8306237,0.010800872,1,0,0.23699999,6.6190476,2,18.009523,-0.005211926,0.05754378,-0.0659356
590175.5450379523,9557411.114006195,-0.14185905,144088542.83162218,0.014439246,1,0,0.176,6.285714,2,18.009523,-0.0052129156,0.05754378,-0.065934725
590173.2035089225,9557403.791586502,-0.13620567,144088542.83270323,0.016193092,1,0,0.16,5.4,2,18.009527,-0.005213674,0.057543762,-0.06593406
590169.8497406157,9557393.29665117,-0.09300232,144088542.83425248,0.020263396,1,0,0.145,4.888889,2,18.009527,-0.0052147936,0.057543762,-0.06593338
590167.6422223136,9557386.384610465,-0.062345505,144088542.83527312,0.018638065,1,0,0.145,5.7826085,2,18.009527,-0.0052156565,0.057543762,-0.065932825
590165.4364177199,9557379.474509977,-0.047626495,144088542.8362939,0.024859767,1,0,0.121,6.0,2,18.009527,-0.0052160528,0.057543755,-0.065932505
590163.3426720932,9557372.911548097,0.008888245,144088542.8372634,0.01527249,1,0,0.145,5.7826085,2,18.009527,-0.0052169403,0.057543755,-0.06593187
590160.4996649444,9557363.9954896,0.066547394,144088542.8385811,0.016579151,1,0,0.189,5.1923075,2,18.009539,-0.0052178083,0.057543747,-0.06593106
590157.7267517758,9557355.296777844,0.046438217,144088542.83986714,0.018540516,1,0,0.16,5.269231,2,18.009539,-0.0052188244,0.057543747,-0.065930404
590155.3840317852,9557347.945141291,0.019004822,144088542.84095415,0.019298282,1,0,0.166,6.2608695,2,18.009539,-0.0052197394,0.057543747,-0.0659298
590153.6353173543,9557342.45688681,0.029129028,144088542.84176618,0.019651446,1,0,0.16999999,7.1578946,2,18.009539,-0.0052198586,0.057543747,-0.06592964
590151.8855722419,9557336.960670585,0.021047592,144088542.84257916,0.02174192,1,0,0.168,7.6666665,2,18.009539,-0.005220723,0.057543747,-0.06592907
590149.9091102548,9557330.751023542,0.01876831,144088542.84349796,0.016959874,1,0,0.178,6.5238094,2,18.009542,-0.005221679,0.05754373,-0.06592807
590147.6690909183,9557323.71138166,-0.04354477,144088542.8445398,0.017511204,1,0,0.19099998,6.5238094,2,18.009542,-0.005222059,0.05754373,-0.06592781
590145.435548562,9557316.68957121,0.019369125,144088542.8455794,0.014235535,1,0,0.239,6.0869565,2,18.009542,-0.005222979,0.05754373,-0.06592729
590142.6137621982,9557307.813711692,0.122823715,144088542.8468936,0.016210822,1,0,0.20599999,5.4583335,2,18.009544,-0.005223916,0.057543725,-0.06592679
590140.4808538427,9557301.101887891,0.21580505,144088542.8478869,0.01301509,1,0,0.25,5.44,2,18.009544,-0.0052245157,0.057543725,-0.06592619
590137.4791174958,9557291.65316392,0.21718216,144088542.84928632,0.0189231,1,0,0.175,4.785714,2,18.009544,-0.005225624,0.057543673,-0.06592519
590134.4673896298,9557282.166951071,0.2309475,144088542.85069314,0.024309918,1,0,0.153,4.8,2,18.00955,-0.005226666,0.05754367,-0.06592442
590131.6262421422,9557273.21337942,0.2267437,144088542.85202128,0.012594756,1,0,0.174,4.6551723,2,18.009586,-0.0052275625,0.05754367,-0.06592365
590128.8426824016,9557264.443360938,0.16671371,144088542.85332236,0.015560477,1,0,0.22199999,5.875,2,18.00959,-0.0052284095,0.05754365,-0.06592295
590127.0778302876,9557258.883787747,0.060626984,144088542.8541471,0.013910971,1,0,0.22999999,6.7619047,2,18.00959,-0.0052291728,0.05754365,-0.065922536
590124.5444835777,9557250.902042516,-0.073877335,144088542.85533088,0.020892719,1,0,0.164,6.2608695,2,18.009586,-0.0052301427,0.057543654,-0.06592198
590122.5978504888,9557244.765949206,-0.09766388,144088542.8562405,0.026577754,1,0,0.100999996,6.9,2,18.00959,-0.0052304724,0.057543617,-0.06592161
590121.025808923,9557239.811797656,-0.07868576,144088542.85697493,0.027911268,1,0,0.132,6.571429,2,18.00959,-0.0052312175,0.057543434,-0.06592085
590118.0020444911,9557230.282178018,-0.046829224,144088542.85838702,0.011547245,1,0,0.18599999,5.64,2,18.00959,-0.0052321726,0.057543427,-0.065920055
590115.5832437252,9557222.660079306,-0.103027344,144088542.85951614,0.015789835,1,0,0.14199999,6.2173915,2,18.00959,-0.0052331365,0.057543427,-0.06591976
590113.7033990236,9557216.73944616,-0.13846016,144088542.86039287,0.03191768,1,0,0.098,7.2105265,2,18.009594,-0.0052340203,0.05754342,-0.06591943
590111.9544636385,9557211.230270317,-0.14881516,144088542.86120835,0.026128165,1,0,0.107999995,7.3157897,2,18.009594,-0.005234223,0.057543423,-0.06591944
590109.6230499118,9557203.883923156,-0.053800583,144088542.8622952,0.0110804085,1,0,0.227,5.7916665,2,18.009592,-0.0052351323,0.05754343,-0.06591866
590106.7451885401,9557194.821193272,0.08588982,144088542.86363536,0.011685957,1,0,0.241,4.821429,2,18.009596,-0.0052361726,0.057543404,-0.065917686
590103.6755645697,9557185.160843968,0.0019817352,144088542.865063,0.012176513,1,0,0.204,4.892857,2,18.009596,-0.0052372087,0.0575434,-0.06591708
590101.2934277146,9557177.667610437,-0.11036682,144088542.8661698,0.02890785,1,0,0.129,6.857143,2,18.009605,-0.0052381177,0.057543404,-0.06591653
590100.0490138849,9557173.755533002,-0.15863037,144088542.86674783,0.020988312,1,0,0.099999994,9.333333,2,18.009605,-0.005238291,0.057543404,-0.06591647
590099.1452442025,9557170.91280833,-0.18850136,144088542.86716753,0.02327902,1,0,0.076,12.545455,2,18.009605,-0.005238291,0.0575434,-0.06591643
590098.1101097456,9557167.657928476,-0.20171738,144088542.86764792,0.029914226,1,0,0.071,12.818182,2,18.009605,-0.0052384627,0.0575434,-0.06591625
590096.8955573569,9557163.836749917,-0.16998863,144088542.86821315,0.033804696,1,0,0.081,10.285714,2,18.009604,-0.0052394085,0.057543404,-0.06591544
590095.1701635604,9557158.410785569,-0.14447975,144088542.86901423,0.025715131,1,0,0.099999994,8.411765,2,18.009607,-0.0052403216,0.05754334,-0.065914646
590093.0618749431,9557151.78813618,-0.056640625,144088542.86998835,0.018745955,1,0,0.14099999,6.0869565,2,18.009605,-0.0052405866,0.057543345,-0.065914504
590089.3741849894,9557140.21158705,0.07654381,144088542.87168992,0.025023673,1,0,0.134,4.181818,2,18.009607,-0.0052417577,0.05754334,-0.06591385
590085.4300525249,9557127.833453069,0.1275158,144088542.87350884,0.026122114,1,0,0.138,4.2058825,1,18.009605,-0.005243328,0.057543352,-0.06591248
590082.5236724208,9557118.71666808,0.16046906,144088542.87484843,0.022814617,1,0,0.138,4.6666665,0,18.009611,-0.005244216,0.05754332,-0.06591167
590079.9714851518,9557110.715480184,0.12281418,144088542.87602445,0.023952376,1,0,0.13999999,5.64,0,18.009611,-0.0052451305,0.057543233,-0.065911256
590077.6512494106,9557103.444565335,0.059293747,144088542.8770932,0.020660887,1,0,0.105,5.7916665,0,18.009611,-0.00524601,0.057543233,-0.065910764
590075.1518268046,9557095.615467982,0.029127121,144088542.87824458,0.02478047,1,0,0.09199999,5.7083335,0,18.009607,-0.005246566,0.05754323,-0.065910384
590073.059932367,9557089.063072186,-0.018825531,144088542.8792084,0.022998208,1,0,0.102,5.8636365,0,18.009607,-0.005247418,0.057543226,-0.065909505
590071.0262681362,9557082.692598054,-0.041604996,144088542.88014582,0.02368561,1,0,0.126,6.1363635,0,18.009598,-0.0052482993,0.057543237,-0.06590877
590068.6210034468,9557075.15944134,0.114795685,144088542.88125482,0.009727359,1,0,0.353,6.0869565,0,18.009594,-0.0052488386,0.05754323,-0.0659083
590066.1489730233,9557067.42041302,0.15338135,144088542.88239503,0.011092743,1,0,0.32299998,5.5833335,0,18.009594,-0.0052498598,0.05754323,-0.065907694
590063.7870874983,9557060.03006212,-0.016389847,144088542.88348475,0.017933777,1,0,0.182,6.409091,0,18.00959,-0.005250629,0.05754321,-0.06590723
590061.9646517063,9557054.32725765,-0.06804466,144088542.88432607,0.025236245,1,0,0.128,7.1,0,18.009588,-0.0052509797,0.057543203,-0.065907
590060.3448245106,9557049.255989669,-0.07382774,144088542.8850746,0.02666118,1,0,0.11399999,7.4444447,0,18.009552,-0.0052517434,0.05754322,-0.06590612
590058.3026694111,9557042.863963988,-0.043943405,144088542.88601857,0.019930415,1,0,0.117,6.6,0,18.009544,-0.0052525955,0.057543214,-0.06590536
590056.4600681588,9557037.098982671,-0.049264908,144088542.8868703,0.023951076,1,0,0.12,7.263158,0,18.009544,-0.0052527008,0.057543203,-0.065905385
590054.6365052465,9557031.392821088,-0.06677818,144088542.88771325,0.022100363,1,0,0.10699999,8.166667,0,18.009542,-0.00525364,0.05754318,-0.06590458
590052.9193564376,9557026.01851442,-0.09354591,144088542.88850686,0.022586979,1,0,0.118,8.166667,0,18.00954,-0.005254548,0.057543147,-0.065903805
590051.3012148499,9557020.958557114,-0.13622093,144088542.88925615,0.013418528,1,0,0.15,8.117647,0,18.00954,-0.005254626,0.057543144,-0.06590369
590049.552591881,9557015.491562348,-0.14106369,144088542.89006907,0.017610371,1,0,0.153,7.3157897,0,18.00954,-0.005255218,0.057543144,-0.065903366
590046.8938338828,9557007.177086364,-0.067619324,144088542.89130604,0.017115735,1,0,0.179,5.56,0,18.00953,-0.0052563646,0.057543144,-0.065902695
590044.1395754983,9556998.563765796,0.00084877014,144088542.89258817,0.018071212,1,0,0.17099999,5.8333335,0,18.009527,-0.0052571143,0.057543155,-0.06590232
590042.3527414051,9556992.975980852,0.010099411,144088542.89342028,0.020495057,1,0,0.154,7.4,0,18.009527,-0.0052579,0.05754315,-0.06590199
590040.5941670949,9556987.477823235,0.008649826,144088542.89423937,0.016815923,1,0,0.163,8.0,0,18.009523,-0.005258803,0.05754313,-0.0659019
590039.0648552824,9556982.696127294,-0.040971756,144088542.89495182,0.013825653,1,0,0.225,8.117647,0,18.009523,-0.005258803,0.057543132,-0.065901734
590037.3145970879,9556977.222757949,-0.15139389,144088542.8957673,0.012121323,1,0,0.25599998,7.9411764,0,18.009523,-0.005259276,0.05754306,-0.06590145
590035.6989133976,9556972.1686148,-0.11266518,144088542.89652026,0.011880414,1,0,0.24499999,9.266666,0,18.009521,-0.005260232,0.057542916,-0.06590061
590034.4912455401,9556968.392313814,-0.21100998,144088542.897083,0.029606313,2,0,0.098,11.5,0,18.00952,-0.005260826,0.057542905,-0.06590003
590033.7912195902,9556966.203487234,-0.24325562,144088542.89740884,0.050706644,2,0,0.071,13.9,0,18.00952,-0.005260826,0.05754291,-0.06590008
590033.0289406463,9556963.821040189,-0.26657486,144088542.89776376,0.04925728,4,1,0.056999996,15.444445,0,18.00952,-0.0052608266,0.057542916,-0.06590007
590031.7442871304,9556959.80250391,-0.2688713,144088542.8983624,0.059846982,4,1,0.04,15.7,0,18.00952,-0.0052610263,0.057542905,-0.06589988
590030.1274489448,9556954.743928213,-0.26294708,144088542.89911583,0.060428023,4,1,0.033999998,15.4,0,18.00952,-0.005262042,0.05754291,-0.06589898
590028.7790286891,9556950.52531126,-0.28113556,144088542.89974397,0.058508687,4,1,0.038999997,14.8,0,18.009516,-0.0052628512,0.0575429,-0.065898135
590027.1288345007,9556945.362194035,-0.28125,144088542.90051255,0.049093034,4,1,0.036999997,14.9,0,18.009516,-0.0052628512,0.0575429,-0.065898135
590025.9913223766,9556941.803507356,-0.28025436,144088542.90104163,0.036975987,4,1,0.052,15.0,0,18.009516,-0.0052628512,0.0575429,-0.06589815
590024.727342841,9556937.84776917,-0.2709198,144088542.90163046,0.044704936,4,1,0.04,15.5,0,18.009516,-0.0052634873,0.0575429,-0.06589777
590020.9178447688,9556925.925096955,-0.22527695,144088542.9034028,0.03975655,4,0,0.022,15.6,0,18.009504,-0.005265308,0.057542887,-0.06589668
590018.459417421,9556918.230612474,-0.22549248,144088542.9045456,0.045949575,4,0,0.021,15.888889,0,18.009504,-0.005266237,0.05754289,-0.0658958
590017.1004471988,9556913.976714056,-0.26911926,144088542.90517718,0.05335073,4,1,0.033,15.1,0,18.009499,-0.005266904,0.057542887,-0.06589518
590016.6690032849,9556912.626042664,-0.26432228,144088542.90537784,0.050090175,4,1,0.040999997,14.5,0,18.009499,-0.0052669034,0.057542887,-0.06589527
